train_bce_step,epoch,step,val_bce,val_mcc,train_bce_epoch,test_bce,test_mcc
0.633991003036499,0,9,,,,,
,0,16,0.5926492810249329,0.33514493703842163,,,
,0,16,,,0.6478286385536194,,
0.5784581899642944,1,19,,,,,
0.5175101161003113,1,29,,,,,
,1,33,0.5016130805015564,0.5204842686653137,,,
,1,33,,,0.5264356732368469,,
0.5032833218574524,2,39,,,,,
0.40026891231536865,2,49,,,,,
,2,50,0.470682293176651,0.5483695268630981,,,
,2,50,,,0.4286077916622162,,
0.3616260886192322,3,59,,,,,
,3,67,0.46195709705352783,0.563517689704895,,,
,3,67,,,0.36924490332603455,,
0.3162955343723297,4,69,,,,,
0.3222139775753021,4,79,,,,,
,4,84,0.47191953659057617,0.5385873913764954,,,
,4,84,,,0.32407593727111816,,
0.28894874453544617,5,89,,,,,
0.21818764507770538,5,99,,,,,
,5,101,0.4702770709991455,0.5305144786834717,,,
,5,101,,,0.28086403012275696,,
0.3369449973106384,6,109,,,,,
,6,118,0.488320529460907,0.49325114488601685,,,
,6,118,,,0.253736674785614,,
0.22536756098270416,7,119,,,,,
0.22142340242862701,7,129,,,,,
,7,135,0.5188905596733093,0.495233416557312,,,
,7,135,,,0.22279073297977448,,
0.2369379699230194,8,139,,,,,
0.23528717458248138,8,149,,,,,
,8,152,0.5498461723327637,0.4833845794200897,,,
,8,152,,,0.19385302066802979,,
0.19363515079021454,9,159,,,,,
0.17557910084724426,9,169,,,,,
,9,169,0.5835076570510864,0.4773882329463959,,,
,9,169,,,0.1683015376329422,,
0.19833697378635406,10,179,,,,,
,10,186,0.6336379647254944,0.46846115589141846,,,
,10,186,,,0.15307831764221191,,
0.16583120822906494,11,189,,,,,
0.09957285225391388,11,199,,,,,
,11,203,0.6504660844802856,0.4700969159603119,,,
,11,203,,,0.13748233020305634,,
0.14803585410118103,12,209,,,,,
0.10749536752700806,12,219,,,,,
,12,220,0.669678270816803,0.49540090560913086,,,
,12,220,,,0.11638064682483673,,
0.05275532603263855,13,229,,,,,
,13,237,0.7065829038619995,0.48666271567344666,,,
,13,237,,,0.1021231934428215,,
0.07519427686929703,14,239,,,,,
0.12899929285049438,14,249,,,,,
,14,254,0.7379880547523499,0.5036884546279907,,,
,14,254,,,0.08396461606025696,,
0.051959794014692307,15,259,,,,,
0.06429743766784668,15,269,,,,,
,15,271,0.8022942543029785,0.47317802906036377,,,
,15,271,,,0.07149770110845566,,
0.07516254484653473,16,279,,,,,
,16,288,0.8513121008872986,0.44844040274620056,,,
,16,288,,,0.06653384119272232,,
0.0380336195230484,17,289,,,,,
0.054901909083127975,17,299,,,,,
,17,305,0.8635614514350891,0.47956639528274536,,,
,17,305,,,0.05315617471933365,,
0.02854776754975319,18,309,,,,,
0.06461167335510254,18,319,,,,,
,18,322,0.9194687008857727,0.4687187671661377,,,
,18,322,,,0.04559064656496048,,
0.05020660534501076,19,329,,,,,
0.0680398941040039,19,339,,,,,
,19,339,0.9601007103919983,0.47910067439079285,,,
,19,339,,,0.03697893023490906,,
0.04807908833026886,20,349,,,,,
,20,356,1.00926673412323,0.49115028977394104,,,
,20,356,,,0.0330788716673851,,
0.029066387563943863,21,359,,,,,
0.02526133507490158,21,369,,,,,
,21,373,1.0400562286376953,0.4980514645576477,,,
,21,373,,,0.02684825472533703,,
0.021243911236524582,22,379,,,,,
0.01833135262131691,22,389,,,,,
,22,390,1.0819413661956787,0.5143598914146423,,,
,22,390,,,0.02347494289278984,,
0.017280766740441322,23,399,,,,,
,23,407,1.1382642984390259,0.48934346437454224,,,
,23,407,,,0.023284344002604485,,
,3,408,,,,0.385619580745697,0.6132822036743164
