train_bce_step,epoch,step,val_bce,val_mcc,train_bce_epoch,test_bce,test_mcc
0.79628986120224,0,9,,,,,
,0,16,0.6378957033157349,0.2236361801624298,,,
,0,16,,,0.866913914680481,,
0.7623338103294373,1,19,,,,,
0.5741628408432007,1,29,,,,,
,1,33,0.6046684980392456,0.2368849366903305,,,
,1,33,,,0.6223421096801758,,
0.5309993028640747,2,39,,,,,
0.6589542031288147,2,49,,,,,
,2,50,0.5318793654441833,0.4535163342952728,,,
,2,50,,,0.5445770621299744,,
0.510936975479126,3,59,,,,,
,3,67,0.49812424182891846,0.47611725330352783,,,
,3,67,,,0.5083965063095093,,
0.4344630241394043,4,69,,,,,
0.4091012477874756,4,79,,,,,
,4,84,0.5809764266014099,0.5013742446899414,,,
,4,84,,,0.5036066770553589,,
0.43269026279449463,5,89,,,,,
0.5183166861534119,5,99,,,,,
,5,101,0.48174718022346497,0.4863295555114746,,,
,5,101,,,0.4670158326625824,,
0.3986952006816864,6,109,,,,,
,6,118,0.4408681094646454,0.5501896739006042,,,
,6,118,,,0.4584444761276245,,
0.3417949378490448,7,119,,,,,
0.42462730407714844,7,129,,,,,
,7,135,0.4290814697742462,0.5488377809524536,,,
,7,135,,,0.41507479548454285,,
0.2923818826675415,8,139,,,,,
0.42173951864242554,8,149,,,,,
,8,152,0.42202621698379517,0.5823575258255005,,,
,8,152,,,0.41906654834747314,,
0.36555424332618713,9,159,,,,,
0.31218454241752625,9,169,,,,,
,9,169,0.43809741735458374,0.5688292384147644,,,
,9,169,,,0.39703768491744995,,
0.27268221974372864,10,179,,,,,
,10,186,0.41847822070121765,0.5782307982444763,,,
,10,186,,,0.38750967383384705,,
0.4752300977706909,11,189,,,,,
0.40971696376800537,11,199,,,,,
,11,203,0.4328376054763794,0.5597093105316162,,,
,11,203,,,0.38951364159584045,,
0.3389945924282074,12,209,,,,,
0.5576394200325012,12,219,,,,,
,12,220,0.42980143427848816,0.600273072719574,,,
,12,220,,,0.3749486804008484,,
0.3589828908443451,13,229,,,,,
,13,237,0.4553251266479492,0.5111480355262756,,,
,13,237,,,0.41142192482948303,,
0.35232558846473694,14,239,,,,,
0.282116174697876,14,249,,,,,
,14,254,0.4186157286167145,0.5456438064575195,,,
,14,254,,,0.3560809791088104,,
0.3455185890197754,15,259,,,,,
0.3684704005718231,15,269,,,,,
,15,271,0.4369443356990814,0.5901756882667542,,,
,15,271,,,0.3493504822254181,,
0.3148445188999176,16,279,,,,,
,16,288,0.42522457242012024,0.6023406982421875,,,
,16,288,,,0.3263515830039978,,
0.2628869116306305,17,289,,,,,
0.3844274580478668,17,299,,,,,
,17,305,0.4700945019721985,0.521102786064148,,,
,17,305,,,0.31277355551719666,,
0.440507173538208,18,309,,,,,
0.2398427575826645,18,319,,,,,
,18,322,0.42576882243156433,0.5975086688995361,,,
,18,322,,,0.3037172853946686,,
0.20461073517799377,19,329,,,,,
0.24228304624557495,19,339,,,,,
,19,339,0.4784083664417267,0.5432708263397217,,,
,19,339,,,0.25984469056129456,,
0.23117870092391968,20,349,,,,,
,20,356,0.47967761754989624,0.5588797926902771,,,
,20,356,,,0.2511123716831207,,
0.15687642991542816,21,359,,,,,
0.2650746703147888,21,369,,,,,
,21,373,0.5135931968688965,0.5250164270401001,,,
,21,373,,,0.2396717667579651,,
0.2727162837982178,22,379,,,,,
0.20229190587997437,22,389,,,,,
,22,390,0.47720637917518616,0.5583305358886719,,,
,22,390,,,0.2430596500635147,,
0.20658209919929504,23,399,,,,,
,23,407,0.4999770522117615,0.5664941668510437,,,
,23,407,,,0.2208174467086792,,
0.21135127544403076,24,409,,,,,
0.22676578164100647,24,419,,,,,
,24,424,0.5086871981620789,0.594468891620636,,,
,24,424,,,0.25540879368782043,,
0.2616143226623535,25,429,,,,,
0.13748636841773987,25,439,,,,,
,25,441,0.4860732853412628,0.5363889336585999,,,
,25,441,,,0.23945169150829315,,
0.28187647461891174,26,449,,,,,
,26,458,0.530210018157959,0.5325013995170593,,,
,26,458,,,0.20857757329940796,,
0.13422933220863342,27,459,,,,,
0.1626620590686798,27,469,,,,,
,27,475,0.5969791412353516,0.5748046040534973,,,
,27,475,,,0.1852428913116455,,
0.14199918508529663,28,479,,,,,
0.167544886469841,28,489,,,,,
,28,492,0.5824751853942871,0.5569802522659302,,,
,28,492,,,0.1743110716342926,,
0.15075773000717163,29,499,,,,,
0.1461198776960373,29,509,,,,,
,29,509,0.905364990234375,0.45114827156066895,,,
,29,509,,,0.17232924699783325,,
0.21683266758918762,30,519,,,,,
,30,526,0.6128440499305725,0.5336943864822388,,,
,30,526,,,0.20420360565185547,,
,10,527,,,,0.33822184801101685,0.6696649193763733
