train_bce_step,epoch,step,val_bce,val_mcc,train_bce_epoch,test_bce,test_mcc
0.6204759478569031,0,9,,,,,
,0,16,0.6405097842216492,0.18475133180618286,,,
,0,16,,,0.6655875444412231,,
0.6673862934112549,1,19,,,,,
0.5986791253089905,1,29,,,,,
,1,33,0.6179187297821045,0.22546295821666718,,,
,1,33,,,0.621900200843811,,
0.6403453350067139,2,39,,,,,
0.5835615396499634,2,49,,,,,
,2,50,0.6151179671287537,0.2107265293598175,,,
,2,50,,,0.6070345044136047,,
0.4950414299964905,3,59,,,,,
,3,67,0.5935479998588562,0.24465706944465637,,,
,3,67,,,0.5899757742881775,,
0.5456458926200867,4,69,,,,,
0.5946245789527893,4,79,,,,,
,4,84,0.5900991559028625,0.2990741729736328,,,
,4,84,,,0.5681811571121216,,
0.6070804595947266,5,89,,,,,
0.5560746192932129,5,99,,,,,
,5,101,0.6140824556350708,0.2219872623682022,,,
,5,101,,,0.5673136115074158,,
0.6435680985450745,6,109,,,,,
,6,118,0.5816370248794556,0.29248300194740295,,,
,6,118,,,0.5568433403968811,,
0.630882978439331,7,119,,,,,
0.5541751384735107,7,129,,,,,
,7,135,0.5756896734237671,0.34555983543395996,,,
,7,135,,,0.5468302369117737,,
0.41311877965927124,8,139,,,,,
0.6624467372894287,8,149,,,,,
,8,152,0.5817124843597412,0.38336554169654846,,,
,8,152,,,0.5358584523200989,,
0.5416896939277649,9,159,,,,,
0.48990899324417114,9,169,,,,,
,9,169,0.5693836212158203,0.3143426179885864,,,
,9,169,,,0.52924644947052,,
0.5014269351959229,10,179,,,,,
,10,186,0.5683760046958923,0.3636268377304077,,,
,10,186,,,0.5405731201171875,,
0.601617693901062,11,189,,,,,
0.4540836811065674,11,199,,,,,
,11,203,0.5689626932144165,0.39257317781448364,,,
,11,203,,,0.5269410610198975,,
0.5058218240737915,12,209,,,,,
0.45536908507347107,12,219,,,,,
,12,220,0.5667847394943237,0.3761197030544281,,,
,12,220,,,0.5277446508407593,,
0.6358632445335388,13,229,,,,,
,13,237,0.5747190117835999,0.3983832597732544,,,
,13,237,,,0.51305091381073,,
0.478768914937973,14,239,,,,,
0.5995864272117615,14,249,,,,,
,14,254,0.6054462194442749,0.3877996504306793,,,
,14,254,,,0.5353136658668518,,
0.5354137420654297,15,259,,,,,
0.5381342768669128,15,269,,,,,
,15,271,0.5613950490951538,0.36790210008621216,,,
,15,271,,,0.5244798064231873,,
0.4382553696632385,16,279,,,,,
,16,288,0.5600467324256897,0.3977137804031372,,,
,16,288,,,0.5099297165870667,,
0.4494929909706116,17,289,,,,,
0.49418118596076965,17,299,,,,,
,17,305,0.5599539279937744,0.3997563123703003,,,
,17,305,,,0.5086469650268555,,
0.47912365198135376,18,309,,,,,
0.505868673324585,18,319,,,,,
,18,322,0.5710426568984985,0.4052831530570984,,,
,18,322,,,0.5132834315299988,,
0.5537317395210266,19,329,,,,,
0.5351855158805847,19,339,,,,,
,19,339,0.5549691915512085,0.3711071014404297,,,
,19,339,,,0.5149821639060974,,
0.5696719884872437,20,349,,,,,
,20,356,0.5635349750518799,0.35797983407974243,,,
,20,356,,,0.5023065209388733,,
0.5380603075027466,21,359,,,,,
0.4889516532421112,21,369,,,,,
,21,373,0.5621375441551208,0.3703286349773407,,,
